AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,3930,6,1.468,1.08,,,25.02,52050,1.7,16.5,19.09,23.41,29.67,35.09,34320,39700,48700,61710,72990,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5041,"Meter Readers, Utilities",detailed,200,10.1,0.076,0.58,,,29.04,60400,3,20.31,24.65,27.92,36.04,36.46,42250,51270,58070,74960,75840,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5051,Postal Service Clerks,detailed,1390,0,0.517,1.01,,,28.71,59720,0,20.05,25.69,28.67,34.54,35.17,41700,53440,59630,71840,73150,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5052,Postal Service Mail Carriers,detailed,6640,0,2.479,1.14,,,28.81,59910,0,19.83,22.13,28.07,36.2,36.5,41250,46030,58390,75300,75920,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,2620,0,0.98,1.28,,,27.48,57160,0,20.05,20.58,26.18,34.54,34.57,41700,42810,54450,71840,71910,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5061,"Production, Planning, and Expediting Clerks",detailed,5960,5,2.225,0.86,,,26.44,54990,1.6,18.88,21.7,23.6,29.93,37.5,39270,45140,49080,62260,78010,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,12090,6.8,4.514,0.81,,,21.37,44460,0.7,15.55,17.37,20.93,23.17,28.95,32340,36130,43540,48190,60220,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,620,15.7,0.233,0.69,,,21.46,44640,4.4,16.01,18.32,19.68,22.15,27.75,33300,38110,40930,46080,57710,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,14040,3.2,5.244,1.65,,,36.57,76070,0.9,23.66,29.6,35.93,40.59,50.39,49210,61570,74740,84420,104810,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-6012,Legal Secretaries and Administrative Assistants,detailed,1660,22.3,0.619,0.62,,,31.08,64640,4.4,20.85,24.5,30.32,37.6,40.37,43360,50960,63060,78210,83970,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-6013,Medical Secretaries and Administrative Assistants,detailed,12980,4.7,4.847,0.98,,,21.64,45000,0.9,17.44,18.35,21.62,23.33,27.87,36280,38180,44960,48530,57960,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,51500,2.3,19.236,1.64,,,22.2,46180,0.5,15.84,17.95,21.79,25.55,29.54,32950,37330,45330,53140,61440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9021,Data Entry Keyers,detailed,1980,12.4,0.741,0.73,,,20.33,42290,4.4,13.25,14.6,18.89,24.06,28.32,27560,30370,39280,50040,58910,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9022,Word Processors and Typists,detailed,260,9.1,0.097,0.39,,,21.47,44650,2.5,16.57,17.47,19.69,24.73,29.86,34470,36340,40960,51440,62110,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9031,Desktop Publishers,detailed,200,40.5,0.074,2.15,,,,,,,,,,,,,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9041,Insurance Claims and Policy Processing Clerks,detailed,1520,11.1,0.569,0.36,,,23.83,49560,3.8,13.5,15.92,23.39,28.48,37.6,28080,33100,48640,59240,78200,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,1450,14.1,0.543,1.24,,,19.06,39640,2.3,13.92,15.32,17.75,21.33,26.94,28940,31860,36920,44370,56040,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9061,"Office Clerks, General",detailed,24190,3.7,9.034,0.55,,,20.76,43170,0.9,14.22,16.51,19.18,23.35,28.68,29570,34340,39880,48570,59650,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9071,"Office Machine Operators, Except Computer",detailed,310,23.4,0.114,0.62,,,21.05,43790,3.7,17.09,17.54,18.04,24.73,27.56,35540,36480,37520,51450,57320,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9081,Proofreaders and Copy Markers,detailed,120,28.2,0.046,1.27,,,25.84,53750,5,22.11,22.36,24.95,29.03,32.55,45990,46510,51890,60390,67700,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9111,Statistical Assistants,detailed,120,12.3,0.044,0.94,,,26.09,54260,1.1,20.41,22.44,26.94,29.03,29.9,42450,46670,56030,60380,62190,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-9199,"Office and Administrative Support Workers, All Other",detailed,8560,7.5,3.196,2.82,,,24.07,50060,2.3,13.33,17.29,21.49,28.74,38.22,27720,35960,44690,59790,79510,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,250,11,0.093,0.52,,,30.84,64150,3.9,20.98,25.71,30.88,34.84,40.22,43640,53480,64230,72470,83660,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,45-2011,Agricultural Inspectors,detailed,220,12.3,0.082,0.98,,,25.74,53540,3.2,17.44,20.65,25.13,29.8,33.65,36260,42950,52270,61980,69990,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,45-2041,"Graders and Sorters, Agricultural Products",detailed,230,9.4,0.086,0.56,,,19.88,41340,1.7,16.43,16.43,19.13,21.06,27.56,34180,34180,39790,43800,57330,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,45-2091,Agricultural Equipment Operators,detailed,310,30.8,0.114,0.6,,,20.53,42700,4.5,17.49,17.49,18.99,22.82,26.22,36370,36370,39500,47460,54530,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,1700,19.3,0.634,0.37,,,17.97,37380,2.9,14.6,16,16.84,18.65,23.57,30370,33280,35030,38790,49020,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,480,18,0.178,0.83,,,17.64,36680,2.9,13.48,14.2,16.88,18.29,24.87,28040,29540,35110,38050,51730,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,45-2099,"Agricultural Workers, All Other",detailed,110,27.8,0.04,1.01,,,23.07,47990,4.7,14.26,17.03,22.61,26.78,34.98,29650,35430,47040,55710,72750,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,45-4021,Fallers,detailed,30,28.2,0.012,0.39,,,23.17,48200,20.9,13.96,14.01,17.6,31.29,37.59,29040,29150,36600,65070,78190,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,45-4022,Logging Equipment Operators,detailed,70,17.2,0.025,0.16,,,23.43,48730,4.8,17.59,18.7,22.94,27.54,32.75,36590,38900,47710,57270,68110,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,15830,3.1,5.912,1.15,,,38.59,80260,1.2,26,30.13,37.04,46.08,54.23,54080,62680,77050,95840,112800,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2011,Boilermakers,detailed,140,32.7,0.053,0.72,,,30.49,63420,7.7,19.47,20.45,33.44,37.7,39.31,40510,42540,69560,78410,81750,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2021,Brickmasons and Blockmasons,detailed,1570,8,0.587,1.57,,,26.66,55440,2.5,17.5,23.67,27.85,29.08,34.37,36410,49230,57930,60490,71490,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2022,Stonemasons,detailed,810,27.6,0.301,4.67,,,22.76,47330,4.6,18.57,22.09,22.09,22.09,27.12,38620,45940,45940,45940,56410,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2031,Carpenters,detailed,9670,12.2,3.61,0.78,,,28.33,58930,3,18.28,21.82,27.54,31.9,39.01,38020,45390,57270,66340,81140,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2041,Carpet Installers,detailed,120,40.3,0.046,0.45,,,20.47,42580,7.4,14.12,16.29,19.15,23.09,31.29,29370,33880,39830,48030,65080,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,430,27.5,0.162,0.98,,,21.94,45640,8.7,13.82,16.96,22.46,24.94,29.43,28750,35290,46720,51870,61220,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2043,Floor Sanders and Finishers,detailed,330,29.6,0.122,3.65,,,20.93,43530,8.6,15.73,17.73,22.35,22.64,24.41,32720,36880,46490,47090,50770,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2044,Tile and Stone Setters,detailed,220,43.4,0.084,0.3,,,23.38,48630,14.6,18.64,20.54,21.65,25.35,28.67,38760,42730,45030,52720,59630,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2051,Cement Masons and Concrete Finishers,detailed,3240,15.1,1.209,0.9,,,24.76,51500,4.4,17.04,19.47,23.3,28.99,35.08,35450,40510,48470,60290,72970,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2061,Construction Laborers,detailed,20450,4.6,7.64,1.14,,,22.41,46610,1,17.24,18.58,22.26,24.01,28.7,35860,38640,46300,49940,59690,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,660,15,0.246,0.87,,,26.08,54240,3.1,19.32,22.63,26.14,29.42,30.5,40180,47080,54380,61200,63440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2072,Pile Driver Operators,detailed,,,,,,,33,68630,4.9,31.84,32.25,32.25,34.44,34.77,66230,67080,67080,71640,72330,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,6210,7.5,2.319,0.78,,,28.2,58660,1.3,19.6,23.41,28.85,31.83,36.23,40770,48690,60000,66200,75360,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2081,Drywall and Ceiling Tile Installers,detailed,1660,10.6,0.618,1.03,,,25.69,53430,2.6,19.14,22.12,23.91,28.12,33.7,39800,46000,49740,58490,70100,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2111,Electricians,detailed,12930,5.1,4.827,1.03,,,33.22,69100,1.6,19,23.71,30.3,39.52,51.74,39520,49310,63030,82210,107610,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2121,Glaziers,detailed,1030,16.1,0.383,1.09,,,29.43,61210,4,21.53,24.45,28.86,30.84,37.15,44780,50860,60030,64140,77270,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,1300,18.8,0.485,1.91,,,26.38,54870,5.8,18.63,22.19,22.96,29.57,31.74,38750,46150,47760,61500,66030,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2132,"Insulation Workers, Mechanical",detailed,400,30.2,0.148,0.99,,,32.53,67660,8.6,20.19,24.99,32.78,41.7,41.7,41980,51980,68180,86730,86740,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2141,"Painters, Construction and Maintenance",detailed,3240,4.8,1.212,0.85,,,23.9,49710,2.3,17.88,20.34,21.87,26.29,32.38,37180,42300,45500,54690,67350,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2151,Pipelayers,detailed,690,20.4,0.259,1.13,,,26.26,54610,4.4,21.81,21.81,24.04,28.11,33.23,45360,45370,50000,58470,69120,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,10880,10.2,4.063,1.41,,,31.56,65650,2.9,18.31,22.57,29.82,38.5,48.14,38090,46940,62020,80080,100130,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2161,Plasterers and Stucco Masons,detailed,270,32.3,0.099,0.67,,,24.19,50310,5,18.57,23.3,24.51,25.83,29.72,38620,48460,50980,53730,61820,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2171,Reinforcing Iron and Rebar Workers,detailed,1020,40.8,0.382,3.34,,,31.78,66090,23.6,25.75,26.44,27.77,31.48,49.58,53560,55000,57750,65480,103120,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2181,Roofers,detailed,2660,12.7,0.993,1.12,,,28.27,58790,6.2,18.14,21.78,26.54,34.72,43.29,37740,45300,55200,72220,90050,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2211,Sheet Metal Workers,detailed,1840,17.1,0.686,0.9,,,30.92,64310,5.2,19.52,24.1,29.51,37.11,46.36,40600,50130,61370,77180,96430,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2221,Structural Iron and Steel Workers,detailed,1240,21.6,0.462,1.1,,,30.45,63330,3.5,18.91,25.67,31.52,35.59,38.38,39340,53400,65560,74030,79830,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-2231,Solar Photovoltaic Installers,detailed,620,31,0.232,1.44,,,28.05,58340,5.3,19.8,21.64,26.65,34.67,38.61,41190,45020,55440,72110,80310,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,620,18.4,0.232,2.14,,,19.42,40400,2.9,16.89,17.31,18.41,22.19,23.58,35120,36010,38280,46160,49040,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-3012,Helpers--Carpenters,detailed,360,22,0.136,0.95,,,18.56,38610,2.5,15.22,17.68,18.1,18.71,22.9,31660,36780,37650,38910,47630,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-3013,Helpers--Electricians,detailed,1420,17,0.529,1.17,,,19.87,41330,2.8,13.97,16.77,18.79,22.75,25.7,29060,34880,39070,47310,53450,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,160,29.9,0.059,1.17,,,21.63,44980,2.5,18.3,18.93,20.95,24.29,26.85,38060,39380,43570,50520,55840,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,1220,19.6,0.456,1.53,,,20.39,42410,4,15.3,17.32,19.28,23.33,27.19,31830,36020,40110,48520,56550,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-3019,"Helpers, Construction Trades, All Other",detailed,1310,13.2,0.491,2.73,,,20.98,43640,5.3,16.41,17.69,19.74,22,28.8,34130,36800,41050,45760,59900,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-4011,Construction and Building Inspectors,detailed,3590,6.4,1.343,1.53,,,34.17,71070,1.9,23.3,28.8,31.94,41.61,44.63,48470,59910,66440,86560,92820,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-4021,Elevator and Escalator Installers and Repairers,detailed,970,16.9,0.363,2.3,,,47.71,99240,2.7,30.23,40.46,48.86,55.89,59.24,62880,84150,101630,116260,123210,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-4031,Fence Erectors,detailed,260,37.9,0.098,0.7,,,22.61,47020,8.4,18.72,19.27,21.62,27.05,27.4,38940,40090,44960,56270,56990,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-4041,Hazardous Materials Removal Workers,detailed,960,19.2,0.359,1.09,,,23.11,48080,3.4,17.88,20.09,22.44,24.72,28.85,37190,41780,46670,51410,60020,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-4051,Highway Maintenance Workers,detailed,480,5.1,0.178,0.18,,,21.81,45360,0.8,17.49,19.23,19.23,24.62,29.02,36380,39990,39990,51210,60360,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,370,6,0.137,1.11,,,34.26,71260,0.6,30.69,32.98,32.98,38.14,40.06,63840,68590,68590,79330,83330,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,170,43,0.064,0.35,,,27.2,56570,2.9,22.18,23.98,28.12,29.74,29.78,46120,49880,58500,61860,61940,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-4090,Miscellaneous Construction and Related Workers,detailed,1100,10.7,0.412,2.16,,,26.06,54200,3.3,17.27,21.89,24.69,29.87,34.88,35910,45530,51360,62130,72550,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,570,21.8,0.212,0.99,,,31.14,64780,6.4,18.66,24.82,32.18,36.08,42.76,38810,51620,66930,75040,88930,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-5023,"Earth Drillers, Except Oil and Gas",detailed,400,21.7,0.15,1.27,,,28.85,60000,3.3,22.06,25,28.26,31.55,35.73,45880,52000,58770,65630,74320,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,90,4.4,0.035,1.15,,,33.58,69850,4.9,27.87,28.94,31.07,33.44,40.41,57970,60190,64630,69560,84050,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-5041,Continuous Mining Machine Operators,detailed,40,13.3,0.015,0.14,,,29.66,61690,5.9,15.01,23.67,29.09,35.73,36.53,31220,49230,60500,74320,75980,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-5081,Helpers--Extraction Workers,detailed,180,48,0.068,1.41,,,22.16,46100,2.9,16.81,21.34,22.59,24.36,24.36,34950,44390,46990,50660,50670,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,47-5099,"Extraction Workers, All Other",detailed,70,26.3,0.025,0.54,,,25.18,52370,8.5,19.68,21.02,21.33,25.77,35.06,40930,43720,44360,53600,72920,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,10140,2.7,3.789,0.98,,,38.15,79350,1,24.27,29.17,36.87,46.19,54.59,50490,60670,76680,96080,113550,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,1420,12.1,0.532,1.04,,,24.25,50440,2.8,17.28,18.47,23.35,28.58,32.37,35930,38420,48560,59440,67330,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,250,24.8,0.095,1.22,,,32.87,68370,9.5,20.15,21.78,30.13,46.01,50.24,41910,45300,62670,95700,104500,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,2290,8.3,0.855,0.81,,,32.86,68340,1.9,22.19,26.69,31.1,39.96,45.6,46160,55520,64680,83110,94850,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2091,Avionics Technicians,detailed,,,,,,,43.2,89850,2.2,38.83,40.99,42.53,46.06,48.45,80770,85260,88470,95810,100780,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,40,10.1,0.014,0.13,,,31.38,65270,3.6,21.94,22.09,26.09,38.57,46.95,45630,45950,54260,80230,97650,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,620,21.9,0.23,4.4,,,35.12,73050,2.9,28.82,30.2,35.45,39.38,39.38,59950,62820,73730,81910,81910,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,780,10.1,0.291,0.76,,,36.58,76080,2.6,22.03,29.63,37.96,41.26,52.06,45820,61630,78950,85820,108290,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,350,17.7,0.132,0.81,,,41.78,86900,5.6,27.49,35.84,40.44,49.38,58.38,57170,74550,84110,102720,121440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2097,Audiovisual Equipment Installers and Repairers,detailed,170,22.6,0.065,0.4,,,28.42,59110,6.7,18.39,19.39,23.87,34.52,41.01,38250,40330,49640,71790,85300,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-2098,Security and Fire Alarm Systems Installers,detailed,2610,10.8,0.976,1.77,,,32.92,68460,4.2,19.65,25.64,29.87,38.78,50.66,40870,53330,62130,80660,105380,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3011,Aircraft Mechanics and Service Technicians,detailed,1510,6.2,0.563,0.62,,,43.16,89770,2.3,22.91,38.11,44.96,48.1,58.3,47660,79260,93510,100050,121270,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3021,Automotive Body and Related Repairers,detailed,2330,9.2,0.872,0.87,,,32,66560,6.8,18.14,20.96,23.45,37.42,57.15,37720,43590,48780,77830,118870,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3022,Automotive Glass Installers and Repairers,detailed,250,30,0.095,0.85,,,22.77,47360,4.3,17.84,21.4,22.46,23.22,28.58,37110,44510,46720,48300,59450,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3023,Automotive Service Technicians and Mechanics,detailed,14340,2.7,5.356,1.2,,,27.34,56860,1.1,17.09,18.89,26.53,34.62,38.9,35540,39290,55190,72010,80920,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,3720,8.9,1.39,0.74,,,31.16,64800,0.8,22.4,26.5,30.98,36.48,39.45,46590,55120,64440,75870,82050,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,300,25.5,0.113,0.47,,,24.53,51030,7.5,18.38,20,22.17,30.58,31.44,38230,41590,46120,63610,65380,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,2000,7.2,0.748,0.64,,,32.89,68410,1,24.05,28.44,32.62,38.2,39.84,50020,59160,67850,79460,82860,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3043,Rail Car Repairers,detailed,640,2.4,0.241,1.88,,,37.16,77280,0.5,29.25,35.32,39.03,40.7,40.7,60840,73470,81180,84660,84660,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3051,Motorboat Mechanics and Service Technicians,detailed,650,10.5,0.241,1.58,,,26.37,54850,2.9,17.31,21.15,27.45,29.64,35.3,36010,43980,57100,61660,73420,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3052,Motorcycle Mechanics,detailed,40,37.8,0.016,0.17,,,23.33,48530,5.1,17.01,19.54,23.64,25.28,29.2,35370,40640,49180,52590,60730,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,300,9.1,0.111,0.47,,,22.38,46540,3.7,16.59,17.65,20.27,24.3,33.17,34500,36700,42170,50550,69000,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3091,Bicycle Repairers,detailed,130,41.8,0.047,0.51,,,20.33,42290,4.2,17.38,19.05,21.17,21.45,23.12,36150,39630,44040,44610,48100,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-3093,Tire Repairers and Changers,detailed,850,14.2,0.316,0.47,,,18.91,39330,2.4,13.83,16.34,17.82,20.89,26.55,28760,33980,37060,43450,55220,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9011,Mechanical Door Repairers,detailed,260,33.6,0.095,0.52,,,28.09,58430,6.4,19.19,23.34,25.58,31.5,39.91,39910,48550,53210,65530,83000,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,1130,19.6,0.424,1.35,,,28.32,58900,7.8,17.31,19.91,23.17,37.67,46.15,36010,41410,48200,78360,96000,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,6700,14.5,2.501,0.96,,,31.97,66510,2.3,21.61,23.77,30.09,38.38,46.89,44950,49440,62590,79820,97520,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9031,Home Appliance Repairers,detailed,360,18.3,0.135,0.68,,,24.71,51400,4.6,17.59,19.57,23.69,29.55,34.73,36590,40700,49280,61470,72250,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9041,Industrial Machinery Mechanics,detailed,3150,7.4,1.176,0.43,,,29.53,61420,1.4,18.01,23.12,28.57,35.78,40.21,37470,48080,59430,74430,83650,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9043,"Maintenance Workers, Machinery",detailed,1210,6.6,0.452,1.18,,,29.54,61450,1.4,21.35,23.88,28.32,34.28,39.34,44400,49670,58900,71300,81830,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9044,Millwrights,detailed,50,42.4,0.018,0.07,,,31.17,64830,4.7,23.25,25.4,31.37,37.62,40.07,48350,52830,65260,78240,83350,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9051,Electrical Power-Line Installers and Repairers,detailed,1550,7.8,0.581,0.73,,,43.84,91190,1.3,27.26,37.58,47.87,49.06,54.02,56710,78170,99570,102040,112370,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9052,Telecommunications Line Installers and Repairers,detailed,2640,15.2,0.985,1.51,,,39.63,82430,2.8,29.52,36.41,42.99,44.31,47.7,61410,75730,89410,92160,99210,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,49-9061,Camera and Photographic Equipment Repairers,detailed,,,,,,,21.11,43920,9.9,16.13,19.86,21.69,21.69,21.69,33550,41320,45120,45120,45120,,
